disk_reference,duration,start,channel,title,description,scrid,pcrid
5091421307183320278,1500,2007-07-26 10:35:00 +0100,BBC Two,Even Stevens,"CBBC. Take My Sister... Please: Desperate to be in the school talent show, Louis teams with Ren to come up with a brother-sister act. However, things soon go sour... [S]",crid://fp.bbc.co.uk/KCIDSQ,crid://fp.bbc.co.uk/4BAIC9
5091427749630071680,1800,2007-07-26 11:00:00 +0100,BBC One,Homes Under the Hammer,"Lucy Alexander and Martin Roberts inspect a sinful conversion of a cottage by a river, a one bed flat in Brighton,  and see what happens when both go under the hammer. [S]",crid://fp.bbc.co.uk/KCI9R6,""
5091427749634264297,1500,2007-07-26 11:00:00 +0100,BBC Two,Top Cat,"Naked Town: A couple of crooks learn that a TV show is to be filmed in Hoagy's Alley. So they pose as producers in a robbery scheme and employ Top Cat, Dibble and the gang to help them. [S]",crid://fp.bbc.co.uk/KCIIZK,crid://fp.bbc.co.uk/4C777P
5091427749646518626,3600,2007-07-26 11:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5091434192085208333,1500,2007-07-26 11:25:00 +0100,BBC Two,The Future Is Wild,"The Cold Kansas Desert: Eminent scientists bring to life weird and wonderful creatures from five million years in the future such as Spinks, Rattlebacks and Deathgleaners. [S]",crid://fp.bbc.co.uk/KCIEH4,crid://fp.bbc.co.uk/4J5DLC
5091435480571203039,2700,2007-07-26 11:30:00 +0100,BBC One,Cash in the Attic,Nurse Isobel Bowling calls in the team to help her raise 1000 so that she can build a sensory garden for children with special needs. [S] Then BBC News and Weather.,crid://fp.bbc.co.uk/KCI4I9,crid://fp.bbc.co.uk/35W1RX
5091440634536152289,600,2007-07-26 11:50:00 +0100,BBC Two,Coast,Neil Oliver is given exclusive access to HMS Vanguard and discovers how the submarine manoeuvres itself. [S],crid://fp.bbc.co.uk/KCIIVP,crid://fp.bbc.co.uk/2FCYW3
5091443211516529898,1800,2007-07-26 12:00:00 +0100,BBC Two,The Daily Politics,"Andrew Neil and Jenny Scott present the political stories of the day, with live coverage from the House of Commons. [S]",crid://fp.bbc.co.uk/KCI58S,""
5091443211528784235,3600,2007-07-26 12:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5091447076982902236,2700,2007-07-26 12:15:00 +0100,BBC One,Bargain Hunt,"Mother and daughter teams go shopping for bargains in London's Portobello Road market. Experts James Braxton and Michael Hogben advise the teams, with Tim Wonnacott presenting. [S]",crid://fp.bbc.co.uk/KCI4M7,crid://fp.bbc.co.uk/5415MO
5091450942457662686,1800,2007-07-26 12:30:00 +0100,BBC Two,Working Lunch,"A look at new rules for disabled airline passengers, and what are the affects of flooding on a Lincolnshire potato farmer? Plus, why don't young people complain more about bad service from banks? [S]",crid://fp.bbc.co.uk/KCI4CU,""
5091458673394601479,1800,2007-07-26 13:00:00 +0100,BBC One,BBC News,"National and international news from the BBC, followed by Weather. [S]",crid://fp.bbc.co.uk/KCI4LM,""
5091458673398795484,900,2007-07-26 13:00:00 +0100,BBC Two,Wildlife on TWO,African Penguin - Cool Bird in a Hot Spot: African Penguins invade a busy beach resort in Cape Town to set up a new colony on the mainland. [S],crid://fp.bbc.co.uk/KCIBAH,crid://fp.bbc.co.uk/2FCYX7
5091458673411049828,1800,2007-07-26 13:00:00 +0100,BBC News 24,BBC One O'Clock News,National and international news from the BBC.,"",""
5091462538869361934,1800,2007-07-26 13:15:00 +0100,BBC Two,Hands on Nature,Chris Packham reveals the best places to spot wildlife on the UK's waterways - from a four-foot long sea monster in a Welsh river to one of nature's great migration stories at Strangford Lough. [S],crid://fp.bbc.co.uk/KCILAC,crid://fp.bbc.co.uk/O7L0F
5091466404335734240,600,2007-07-26 13:30:00 +0100,BBC One,BBC London News,The latest stories from the BBC London newsroom. [S],crid://fp.bbc.co.uk/KCI7Z4,""
5091466404352182617,1800,2007-07-26 13:30:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5091468981316111842,1500,2007-07-26 13:40:00 +0100,BBC One,Neighbours,"Susan and Karl go head to head. Oliver confronts Carmella over her addiction. Steph and Toadie embark on their new life together. Elle is shocked by Paul's desperation. [AD,S]",crid://fp.bbc.co.uk/KCI280,crid://fp.bbc.co.uk/4J5CHF
5091470269810494685,3600,2007-07-26 13:45:00 +0100,BBC Two,Living in the Sun,Anthony Taylor and Louisa Poole tempt the Spanish with a taste of England and their homemade sausage rolls. [S],crid://fp.bbc.co.uk/KCIIJH,crid://fp.bbc.co.uk/35W0GO
5091474135293315433,3600,2007-07-26 14:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5091475423767055833,1800,2007-07-26 14:05:00 +0100,BBC One,Doctors,"A Secure Relationship: A woman engaged to a convicted criminal asserts his innocence to Ronnie, but her mother believes otherwise. The others question a bruised Daniel until he storms out. [S]",crid://fp.bbc.co.uk/KCI3V1,crid://fp.bbc.co.uk/4D2K7W
5091483154708188637,2700,2007-07-26 14:35:00 +0100,BBC One,All Saints,"Flaws in the Glass: An ex-headmistress learns some painful lessons about her past, while an epileptic woman who refuses to take medication could lose her son. [S]",crid://fp.bbc.co.uk/KCJB24,crid://fp.bbc.co.uk/4J5EEX
5091485731692760290,3600,2007-07-26 14:45:00 +0100,BBC Two,Escape to the Country,Tracy Croft is a passionate organic gardener and she wants to swap her suburban back yard in Nottingham for a house with plenty of land in the South Yorkshire countryside. [S],crid://fp.bbc.co.uk/KCI4K8,crid://fp.bbc.co.uk/35W0WR
5091489597175581044,3600,2007-07-26 15:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5091494751119887844,300,2007-07-26 15:20:00 +0100,BBC One,BBC News,National and international news from the BBC. [S] Followed by regional news and weather.,crid://fp.bbc.co.uk/KCI7T8,""
5091496039610076638,1500,2007-07-26 15:25:00 +0100,BBC One,LazyTown,CBBC. Birthday Surprise: The kids prepare to celebrate Sportacus's birthday. Robbie has built a giant wall across Lazytown that makes it impossible for the kids to play together. [S] Then Bernard.,crid://fp.bbc.co.uk/KCIKSK,crid://fp.bbc.co.uk/SIGW8
5091501193575025923,2700,2007-07-26 15:45:00 +0100,BBC Two,Flog It!,The home of English rugby - Twickenham - is the venue for Flog It! David Barby and Philip Serrell join Paul Martin to give their opinions on the antiques and collectables brought in for valuation. [S],crid://fp.bbc.co.uk/KCI58J,crid://fp.bbc.co.uk/5416G4
5091502482061020658,900,2007-07-26 15:50:00 +0100,BBC One,Skunk Fu,"CBBC. The Art of Truffling: Children's animation about Skunk, a young Kung Fu student. [S]",crid://fp.bbc.co.uk/KCJAO8,crid://fp.bbc.co.uk/SIH52
5091505059057846619,3600,2007-07-26 16:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5091506347531587063,1800,2007-07-26 16:05:00 +0100,BBC One,Mortified,CBBC. Little Fish: It's Taylor's first day at high school and she's confident that it will be everything she dreamed it would be. But her enthusiasm quickly dissolves as everything goes wrong. [S],crid://fp.bbc.co.uk/KCJAVG,crid://fp.bbc.co.uk/SIHFW
5091512789986725088,2700,2007-07-26 16:30:00 +0100,BBC Two,Ready Steady Cook,Looking for some culinary inspiration? Then look no further as Ainsley Harriott and chefs Nick Nairn and James Tanner whip up a tasty treat to tantalise your tastebuds. [S],crid://fp.bbc.co.uk/KCI4K7,crid://fp.bbc.co.uk/35W28B
5091514078472719864,1500,2007-07-26 16:35:00 +0100,BBC One,Dinosapien,"CBBC. Masquerade: Drama set in a dinosaur summer camp. Lauren must protect Eno, an intelligent dinosaur, from the dangerous Diggers and a mysterious paleontologist. [S]",crid://fp.bbc.co.uk/KCJ8K4,crid://fp.bbc.co.uk/SIHIX
5091520520923663880,1500,2007-07-26 17:00:00 +0100,BBC One,MI High,CBBC. MI9 become suspicious when Britain's famously peace-loving Prime Minister declares World War III. [S],crid://fp.bbc.co.uk/KCJ2CS,crid://fp.bbc.co.uk/4CDKQC
5091520520940112224,3600,2007-07-26 17:00:00 +0100,BBC News 24,BBC Five O'Clock News with Huw Edwards,"Presented by Huw Edwards, the BBC Five O'Clock News Hour with in-depth discussions and analysis as well as breaking news.","",""
5091524386398424317,2700,2007-07-26 17:15:00 +0100,BBC Two,The Weakest Link,"Nine contestants must play as a team to build up the prize fund and then act ruthlessly to remain in the game as, round by round, the weakest link is removed. [S]",crid://fp.bbc.co.uk/KCI4K9,crid://fp.bbc.co.uk/1RSI52
5091526963374607851,600,2007-07-26 17:25:00 +0100,BBC One,Newsround,CBBC. Daily news magazine keeping you up to date on the latest stories and events happening at home and abroad. [S],crid://fp.bbc.co.uk/KCI67I,""
5091529540354985449,1500,2007-07-26 17:35:00 +0100,BBC One,Neighbours,"Susan and Karl go head to head. Oliver confronts Carmella over her addiction. Steph and Toadie embark on their new life together. Elle is shocked by Paul's desperation. [AD,S]",crid://fp.bbc.co.uk/KCI281,crid://fp.bbc.co.uk/4J5CHF
5091535982805929432,1800,2007-07-26 18:00:00 +0100,BBC One,BBC News,"National and international news from the BBC, followed by Weather. [S]",crid://fp.bbc.co.uk/KCI4LN,""
5091535982810123530,3600,2007-07-26 18:00:00 +0100,BBC Two,Animal Park: Wild on the West Coast,"A tiny sea otter fights for its life. The coast's fattest resident, the elephant seal, poses a threat to scientists and Ben Fogle releases a sealion back to the wild. [S]",crid://fp.bbc.co.uk/KCJB88,crid://fp.bbc.co.uk/35W3FD
5091535982822377843,1800,2007-07-26 18:00:00 +0100,BBC News 24,BBC Six O'Clock News,National and international news from the BBC.,"",""
5091543713747062248,1800,2007-07-26 18:30:00 +0100,BBC One,BBC London News,The latest stories from the BBC London newsroom. [S] Followed by the national headlines and Weather.,crid://fp.bbc.co.uk/KCI7Z5,""
5091543713763510638,900,2007-07-26 18:30:00 +0100,BBC News 24,BBC News,Twenty four hours a day: the latest national and international stories as they break. Including Entertainment 24 with the latest showbiz news.,"",""
5091547579234077020,900,2007-07-26 18:45:00 +0100,BBC News 24,Sportsday,A round up of all the day's sports events.,crid://fp.bbc.co.uk/KCIKQC,""
5091551444688195052,1800,2007-07-26 19:00:00 +0100,BBC One,The One Show,The new live topical magazine show hosted by Adrian Chiles and Myleene Klass that takes a fresh look every weeknight at the Britain we live in. [S],crid://fp.bbc.co.uk/KCIWIS,crid://fp.bbc.co.uk/4AYPVO
5091551444692389129,1800,2007-07-26 19:00:00 +0100,BBC Two,York Minister,Synod: The summer BBQ turns a Canon into an aspiring rock god and the Synod arrives in York bringing with it a divisive debate on the future of the Church. [S],crid://fp.bbc.co.uk/KCIXCS,crid://fp.bbc.co.uk/59RJVA
5091551444700449521,3000,2007-07-26 19:00:00 +0100,BBC Three,Doctor Who,"12/13. The Sound of Drums: Harry Saxon becomes Prime Minister, but his dark ambitions reach beyond the stars. [AD,S]",crid://fp.bbc.co.uk/KCJ6W4,crid://fp.bbc.co.uk/54BW1O
5091551444704643430,3600,2007-07-26 19:00:00 +0100,BBC News 24,News 24 Tonight,"The best of the BBC's journalism from all of the BBC's television outlets. Featuring stories from the One and Six O'Clock News bulletins, Breakfast, BBC World and national and regional newsrooms.","",""
5091551445518404992,1800,2007-07-26 19:00:00 +0100,BBC Four,World News Today,"The latest national and international news, exploring the day's events from a global perspective. Followed by a weather update.",crid://fp.bbc.co.uk/KCI927,""
5091559175629327853,1800,2007-07-26 19:30:00 +0100,BBC One,EastEnders,"Phil is inconsolable over Ben, which sends Peggy into deep concern. Are they going to be able to cope? A hyperactive Bobby gives the Beales the run-around. [AD,S]",crid://fp.bbc.co.uk/KCI195,crid://fp.bbc.co.uk/4D2KF0
5091559175633521926,1800,2007-07-26 19:30:00 +0100,BBC Two,The Museum,"Things Aren't What They Seem: Mike Neilson is a specialist replica maker at the British Museum. This film follows him casting a copy of a colossal Egyptian statue of pharaoh Amenhotep III. [AD,S]",crid://fp.bbc.co.uk/KCJ8L8,crid://fp.bbc.co.uk/54BW0X
5091559176459537788,2400,2007-07-26 19:30:00 +0100,BBC Four,The Hollies In Concert,The Hollies in concert recorded at the television theatre Golders Green with Arthur Greenslade and his orchestra in 1969. Hits include Hollies sing Bob Dylan. [S],"",crid://fp.bbc.co.uk/WEVI3
5091564329602337519,600,2007-07-26 19:50:00 +0100,BBC Three,Doctor Who Confidential,"12/13. The Saxon Mystery: John Simm talks to Doctor Who Confidential, discussing how he prepared for the role of the infamous Mr Saxon, who's more than a match for the Doctor. [S] Then 60 Seconds.",crid://fp.bbc.co.uk/KCJ6WQ,crid://fp.bbc.co.uk/1RH8QI
5091566906570460655,3600,2007-07-26 20:00:00 +0100,BBC One,The Big Day,High Wycombe: Emma and Steve have been together for two years and are desperate to get married. On hand to help them create their dream wedding are Hannah Sandling and James Love. [S],crid://fp.bbc.co.uk/KCJAJ8,crid://fp.bbc.co.uk/35W3GN
5091566906574654735,3600,2007-07-26 20:00:00 +0100,BBC Two,Dragons' Den: Where Are They Now?,A chance to catch up with yet another batch of inventors and entrepreneurs who tried to win backing from our five multimillionaire investors. [S],crid://fp.bbc.co.uk/KCIFS7,crid://fp.bbc.co.uk/4RHDPH
5091566906582715117,3600,2007-07-26 20:00:00 +0100,BBC Three,"Honey, We're Killing the Kids","3/8. Sarah Billing comes face to face with an image of her sons aged 40 and the future is looking bleak. Fortunately, child psychology expert, Kris Murrin, is on hand to help. [S] Then 60 Seconds.","",crid://fp.bbc.co.uk/4RHDM5
5091566906586909016,3600,2007-07-26 20:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5091569484381048181,3000,2007-07-26 20:10:00 +0100,BBC Four,The Avengers,23/25. Murdersville: Emma stumbles upon a picturesque village hiding a deadly secret. [S],crid://fp.bbc.co.uk/KCIKY4,crid://fp.bbc.co.uk/4J5E24
5091582368452726256,3600,2007-07-26 21:00:00 +0100,BBC One,True Dare Kiss,"Stan is alive and despite Dennis's pleas to end the charade he won't be satisfied until Beth and Phil come clean. When Phil and Dennis make up, Dennis reveals Stan's plan. Some strong language. [AD,S]",crid://fp.bbc.co.uk/KCJA8O,crid://fp.bbc.co.uk/4D2CJW
5091582368456920300,1800,2007-07-26 21:00:00 +0100,BBC Two,Mock the Week,"Dara O'Briain lights the satirical touch paper and stands well back. Usual suspects Frankie Boyle, Hugh Dennis, Russell Howard and Andy Parsons are joined by Lauren Laverne and Rhod Gilbert. [S]",crid://fp.bbc.co.uk/KCIHUG,crid://fp.bbc.co.uk/35VAYU
5091582368464980710,3600,2007-07-26 21:00:00 +0100,BBC Three,Spendaholics,"2/6. Matthew Vokes is addicted to looking good. It's his outrageous shopping habit that's left him facing a spiralling debt of 55,000. The team have their work cut out. [S] Then 60 Seconds.",crid://fp.bbc.co.uk/KCJB8S,crid://fp.bbc.co.uk/35W54K
5091582368469174618,3600,2007-07-26 21:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break. Including Entertainment 24 with the latest showbiz news.,"",""
5091582369282936178,3600,2007-07-26 21:00:00 +0100,BBC Four,Atom,"1/3. Part of the Science You Can't See season. Author and nuclear physicist Professor Jim Al-Khalili looks at what led to the greatest scientific discovery, the discovery of the atom. [S]",crid://fp.bbc.co.uk/KCJBGK,crid://fp.bbc.co.uk/35W32Q
5091590099398053096,1800,2007-07-26 21:30:00 +0100,BBC Two,Hyperdrive,Admiral's Daughter: The daughter of the Space Admiral has run away avoiding university and Henderson is ordered to get her back. Both Vine and Jeffers take a shine to the young student. [S],crid://fp.bbc.co.uk/KCIN3W,crid://fp.bbc.co.uk/5A57DD
5091597830334991857,1500,2007-07-26 22:00:00 +0100,BBC One,BBC Ten O'Clock News,"National and international news, with reports from BBC correspondents worldwide. [S]",crid://fp.bbc.co.uk/KCI4LO,""
